timestamp,load,vibration_x,vibration_y,q3,servo1_raw,servo3_raw,servo5_raw,servo6_raw,xgyro,yacc,pitch,rollspeed,label
11:00.8,636,2.49E-07,0.000588041,0.034904604,765.2619048,727.6428571,750,750,-0.007897693,-0.045730622,-0.065507735,-0.007930481,benign
11:01.9,656,6.41E-08,0.000213928,-0.066703613,745.5952381,748.547619,750,750,0.023006416,-0.022662102,0.134506725,0.022324885,benign
11:02.9,653,3.94E-08,0.000167581,-0.05417544,745.5714286,743.5238095,750,750,0.056998351,0.005540236,0.108367486,0.05797141,benign
11:04.0,658,5.41E-08,0.000197405,-0.012124661,746.425,748.475,750,750,0.014691356,-0.001053325,0.022021374,0.014279629,benign
11:05.0,657,4.60E-08,0.0001833,0.013320068,743.4318182,747.4090909,750,750,-0.026691283,-0.033577732,-0.030438331,-0.026708325,benign
11:06.1,651,1.04E-07,0.000323172,0.062901795,746.5,749.1428571,750,750,-0.046076048,-0.04286954,-0.126374192,-0.04643417,benign
11:07.1,647.5,9.84E-08,0.000312389,0.166407722,760.2142857,756.1428571,750,750,-0.021886506,-0.041376714,-0.334482101,-0.021419175,benign
11:08.2,654,9.01E-08,0.000277117,0.051429875,747.7857143,746.8809524,750,750,-0.016562633,-0.020175913,-0.102911987,-0.016580706,benign
11:09.2,651,3.67E-08,0.000162875,-0.005312807,744.9761905,744.0952381,750,750,0.02334256,0.015316689,0.010653442,0.022782117,benign
11:10.3,653,2.11E-08,0.000139726,-0.009895229,745.8571429,743.0238095,750,750,0.038004973,0.011514752,0.019796407,0.037526539,benign
11:11.3,654,1.93E-08,0.000132081,0.004074077,744.7142857,744.8571429,750,750,0.025267292,0.010035225,-0.008159396,0.025267927,benign
11:12.4,630,1.60E-08,0.000130284,0.021632414,748.1904762,745,750,750,-0.008391106,-0.013876057,-0.043305651,-0.008341014,benign
11:13.4,607,1.34E-08,0.000120578,0.024554261,743.8095238,746.1904762,750,750,-0.025277116,-0.000803206,-0.049120469,-0.025010493,benign
11:14.5,604,1.56E-08,0.000122725,0.019073429,746.6666667,745.4761905,750,750,-0.008299077,-0.006744879,-0.038149964,-0.00861352,benign
11:15.5,602,1.45E-08,0.000126522,0.01462813,744.4761905,745.1904762,750,750,0.001284368,-0.002717912,-0.029258723,0.002213525,benign
11:16.6,603,1.28E-08,0.000119026,0.011382717,744.1190476,747.8095238,750,750,0.004277112,0.01760151,-0.022769779,0.005052946,benign
