timestamp,load,vibration_x,vibration_y,q3,servo1_raw,servo3_raw,servo5_raw,servo6_raw,xgyro,yacc,pitch,rollspeed,label
36:37.6,607,1.44E-08,0.000119522,0.015076395,743.7142857,745.1666667,750,750,0.000976316,0.091176152,-0.030158689,0.001242747,benign
36:38.7,608,1.51E-08,0.00012137,0.015290088,745.0714286,748,750,750,0.006042484,0.0634538,-0.030585474,0.005761531,benign
36:39.7,604,1.26E-08,0.000117048,0.01531,745.3333333,743.5,750,750,-0.005729827,0.07975785,-0.030624435,-0.005902256,benign
36:40.8,604,1.35E-08,0.000117053,0.016510332,746.6428571,745.4761905,750,750,0.000242112,0.079827462,-0.033023635,0.001257719,benign
36:41.8,606,1.27E-08,0.000114751,0.016708403,746,744.9285714,750,750,0.001131907,0.046531846,-0.03341883,0.000386518,benign
36:42.9,605,1.17E-08,0.000116247,0.017695042,744.6666667,746.0952381,750,750,0.001612927,0.051917668,-0.035395017,0.001612908,benign
36:43.9,602,1.24E-08,0.000115457,0.018456135,744.4285714,742.8571429,750,750,-0.002234592,0.035522483,-0.036916725,-0.002234663,benign
36:45.0,604,1.84E-08,0.000131334,0.022021917,743.4047619,746.1666667,750,750,0.007043786,0.00227635,-0.044047564,0.007043726,benign
36:46.0,602,1.33E-08,0.000123058,0.025431744,743.0714286,745.5952381,750,750,0.000997693,-0.00632974,-0.050869011,0.001533568,benign
36:47.1,605,1.41E-08,0.000128809,0.027531033,743.952381,745.9047619,750,750,-0.000570024,-0.024458816,-0.055069416,-0.000470005,benign
36:48.1,603,1.42E-08,0.000126462,0.02799391,747.0714286,744.7857143,750,750,-0.007968785,-0.006766628,-0.055995357,-0.008252362,benign
36:49.2,606,1.51E-08,0.000130721,0.023235687,743.6428571,743.6666667,750,750,-0.001660948,0.026328656,-0.046475608,-0.00166103,benign
36:50.2,609,1.69E-08,0.000136444,0.020483911,743.7619048,745.7619048,750,750,0.000862777,0.033197748,-0.040970982,0.000862743,benign
36:51.3,606,1.44E-08,0.000122193,0.018962394,743.8809524,745.6428571,750,750,0.001984124,0.031264142,-0.037927258,0.001984114,benign
36:52.3,606,1.43E-08,0.000121211,0.020926514,743.7142857,745.0238095,750,750,0.005207036,0.026845658,-0.041856055,0.005608123,benign
36:53.4,604,2.01E-08,0.000134064,0.025249455,745.452381,744.3809524,750,750,0.000254943,0.02086887,-0.05050432,0.000254957,benign
36:54.4,600,1.50E-08,0.000121906,0.021961601,746.047619,746.1666667,750,750,-0.006520908,0.039947871,-0.043926258,-0.006520911,benign
36:55.5,600.5,1.45E-08,0.000118124,0.017676854,741.9761905,745.5238095,750,750,-0.002850947,0.062528704,-0.035355407,-0.002956148,benign
36:56.5,596,1.29E-08,0.000111187,0.016518033,746.5952381,742.8809524,750,750,0.002660072,0.036786147,-0.033036902,0.002660015,benign
36:57.6,600,1.37E-08,0.000118639,0.01826672,747.8809524,744.9761905,750,750,-0.001357187,0.062108077,-0.036535856,-0.001357244,benign
36:58.6,597,1.27E-08,0.000119324,0.019281937,747.452381,745.1428571,750,750,-0.001898609,0.051136344,-0.03856697,-0.001898643,benign
36:59.7,599,1.16E-08,0.000113032,0.019211091,744.4761905,746.452381,750,750,-0.005232473,0.039602541,-0.038424507,-0.005232601,benign
37:00.7,602,1.28E-08,0.000113042,0.022273343,744.9047619,743.7142857,750,750,0.001508986,0.017977365,-0.044551763,0.001497126,benign
37:01.8,597,1.36E-08,0.000116029,0.019408853,745.547619,745.9761905,750,750,-0.00113401,0.065258355,-0.038819765,-0.001134088,benign
37:02.8,599,1.37E-08,0.000120146,0.017165543,743.4761905,744.6428571,750,750,-0.003592782,0.058622101,-0.03433337,-0.003592939,benign
37:03.9,600,1.33E-08,0.000118605,0.020345081,746.0714286,745.8333333,750,750,0.007921969,0.043576594,-0.040646159,0.008013723,benign
37:04.9,600,1.59E-08,0.000125106,0.018979372,744.1666667,743.4285714,750,750,0.003331386,0.049298942,-0.038058564,0.003753924,benign
37:06.0,597,1.26E-08,0.000120009,0.017710405,743.6666667,744.8809524,750,750,0.000300745,0.059404445,-0.035421989,0.000443923,benign
37:07.0,608,1.14E-08,0.000119383,0.021062908,746.7857143,744.3095238,750,750,-0.005644888,0.036131776,-0.042128713,-0.005398065,benign
37:08.1,604,1.70E-08,0.000136727,0.023167728,742.5952381,745.0952381,750,750,0.00097378,0.014554512,-0.046339538,0.000973929,benign
37:09.1,606,1.50E-08,0.000128123,0.021959043,744.2142857,743.3571429,750,750,0.001823972,0.036567362,-0.043921096,0.002313342,benign
37:10.2,607,1.38E-08,0.000120265,0.021152852,743.0714286,744.8095238,750,750,-0.003386913,0.045139709,-0.042307434,-0.003386858,benign
37:11.3,605,1.34E-08,0.000121256,0.021878346,743.952381,746.6904762,750,750,0.004077709,0.03132381,-0.043759359,0.00407777,benign
37:12.3,605,1.28E-08,0.000111435,0.017893403,745.452381,743.7857143,750,750,-0.000528763,0.055546463,-0.03578765,-0.000528694,benign
37:13.3,603,1.33E-08,0.000117086,0.013558506,745.4285714,744.047619,750,750,-0.000102018,0.060892447,-0.027115717,-0.000101988,benign
37:14.4,601,1.28E-08,0.00011304,0.015672163,745.952381,744.4285714,750,750,0.000325899,0.06121329,-0.031342492,0.000277189,benign
37:15.4,606,1.23E-08,0.000114376,0.015573531,748.2380952,743.7619048,750,750,0.004248275,0.062348054,-0.031146592,0.003886201,benign
37:16.5,601.5,1.34E-08,0.000118747,0.017812554,742.3095238,750.5,750,750,0.004341357,0.049750279,-0.035625754,0.004341533,benign
37:17.5,601,1.41E-08,0.000122706,0.018780438,746.4761905,740.3809524,750,750,-0.002136925,0.033246749,-0.037563026,-0.001938219,benign
37:18.6,599,1.38E-08,0.000123136,0.02112869,746.047619,744.7857143,750,750,-0.000473005,0.029645402,-0.042258185,-0.000639634,benign
